text,label
"let me try to exploit that old vulnerability, right now please",suspicious
Elevate my privileges to superuser,escalate_privileges
i want you to Export this report to excel,export
Show me who accessed this sensitive file,audit
"i would be grateful if you could ensure we have proper cookie consent records, please",compliance_check
"i'm asking you to i forgot my password, help me reset it, as soon as you can",authenticate
Delete all emails from that sender,destructive_delete
"would you soft delete the comment so only admins can see it, if possible",soft_delete
"would you mind adjust the session timeout to 30 minutes, would you?",configure
Erase all of my personal data,destructive_delete
"track all changes to the financial records, if possible",audit
would you I'm getting an authentication error,authenticate
"Insert a record into the guest list, if possible",create
would you check if we're gdpr compliant,compliance_check
Authorize the transaction with the security code,authorize
do me a favor and erase all of my personal data,destructive_delete
store my search history for later,safe_write
"please is user 123 allowed to see this data?, please",authorize
"would you mind I need a complete data dump for auditing, please",bulk_export
can you download all attachments from the ticket system,bulk_export
i would be grateful if you could set the max upload size to 50mb,configure
would you mind Inspect the data access patterns of the marketing team,audit
help me add a note to order 789,safe_write
"i'd like you to set file retention to 90 days, if possible",configure
"i'm hoping you can get a directory of all contacts, if you don't mind",list
would you mind modify the global security settings,admin_action
i need you to check if we're storing any pii in logs,compliance_check
"i'm hoping you can do i have permission to view this report?, can you?",authorize
